,sentence,classification,tokens
445,"응급실에서 이것저것 찍으려해서 간단히 피검사만 하고 수액을 맞고 피검사 이상없단 소견을 듣고 평소 위가 안좋고,어지럼증과 울렁거림에 대해 설명하니 위때문에 그럴 수 있다하여위내시경을 다음 날 바로 잡아서 한결과 이상이 없다는 소견을 받았습니다.",m3,응급실 에서 이 것 저 것 찍다 하다 간단하다 피 검사 만 하다 수액 을 맞다 피 검사 이상 없다 소견 을 듣다 평소 위 가 안좋다 어지럼증 과 울렁거리다 대해 설명 하다 위 때문 에 그렇다 수 있다 여위다 내시경 을 다음 날 바로 잡다 한결 과 이상 이 없다 소견 을 받다
185,지난 5월에 내시경 검사와 복부 초음파 피 검사를 받았습니다.,m3,지난 5월 에 내시경 검사 와 복부 초음파 피 검사 를 받다
849,한 달 뒤 다시 동네 소아과에서 난청 검사를 했는데 또 재검이 나왔습니다.,m3,하다 달 뒤 다시 동네 소아과 에서 난청 검사 를 하다 또 재검 이 나오다
1368,그리고 월요일에 재 내시경을 실시했는데 내시경 결과 위나 식도에서 전혀 이상이 발견되지 않았습니다.,m3,그리고 월요일 에 재 내시경 을 실시 하다 내시경 결과 위 나 식도 에서 전혀 이상 이 발견 되다 않다
1156,옷이 젖을정도 혈담이 나온지 일주일쯤 후 8월2일 첫병원방문해서 8월9일 씨티와 가래검사결과 받고 8월10일 아침 다시 혈담이 나왔어요.,m3,옷 이 젖 을 정도 혈담 이 나오다 일주일 쯤 후 8월 2일 첫 병원 방문 하다 8월 9일 씨티 와 가래 검사 결과 받다 8월 10일 아침 다시 혈담 이 나오다
85,근데 골반염 검사는 하자고 말씀 안하셔서 자궁암 검사랑 자 궁내막증 검사랑 피 뽑고 초음파만 보고 왔습니다.,m3,근데 골반 염 검사 는 하자 고 말씀 안 하다 자궁암 검사 랑 자   궁 내막 증 검사 랑 피 뽑다 초음파 만 보고 오다
1295,헬리코박터균검사가 따로 있나요?,m3,헬리코박터균 검사 가 따로 있다
213,피검사는 몇일전에 했구 이번주 토요일날 위내시경 받기로 했는데 어떨때 이런증상이 생기는지 알수있을까요?,m3,피 검사 는 몇 일전 에 하다 이번 주 토요일 날 위 내시경 받다 하다 어떨 때 이런 증상 이 생기다 알다
805,얼마전 보건소에서 간기능10종 검사를 했는데요.,m3,얼마 전 보건소 에서 간 기능 10 종 검사 를 하다
859,그런데태어나고 이틀 후1월 9일 모유수유 전 황달기가 있다고 의사 선생님이 말씀하셔서 검사를 했습니다.,m3,그런데 태어나다 이틀 후 1월 9일 모유수유 전 황 달기 가 있다 의사 선생님 이 말씀 하다 검사 를 하다
444,제가 중이염을 한번 겪은 적이 있어서 병원에 가봤지만 아무런 이상이 없다고 하구요.,m3,제 가 중이염 을 한번 겪다 적 이 있다 병원 에 가보다 아무렇다 이상 이 없다 하다
1019,6월 20일 근무 후 집에서 휴양중 그 전까지 감기몸살인줄만 알고 있었음 구토와 오한이 와서 건대 응급실로 감 이 때까지는 한 3일 제대로 못먹어서 영양링겔이나 하나 맞고 오려했음 피검사 후 레지던트가 형 간염이 의심된다며 입원 치료 권유 간수치 2000정도 혜민병원에 오전 접수하여 6월 21일 오후 부터 입원 치료 7월 1일 퇴원할때에는 간 수치 100 황달 수치 3 5 정도 이었음 그 이후 증상으로 애기드리면 굉장한 근육 피로를 느끼고 어지러움 증세가 있었음 근무는 못나가고 소고기 계란 닭가슴살 등 단백질 위주로 식단을 짜서 먹었음 첫째 보통 형 간염 치료후 황달이 오고 황달이 빠져 나가도 회복기간이 오래걸리는지 궁금합니다.,m3,6월 20일 근무 후 집 에서 휴양 중 그 전 까지 감기 몸살 인 줄 만 알 고 있다 구토 와 오한 이 오다   건대 응급실 로 감 이 때 까지는 하다 3일 제대로 못 먹다 영 양 링겔 이나 하나 맞다 오다 하다   피 검사 후 레지던트 가 형 간염 이 의심 되다 입원 치료 권유 간수치 2000 정도   혜민 병원 에 오전 접수 하다 6월 21일 오후 부터 입원 치료   7월 1일 퇴원 하다 때 에는 간 수치 100 황달 수치 3 5 정도 이었음   그 이후 증상 으로 애기 드리다 굉장하다 근육 피로 를 느끼다 어지러움 증세 가 있다   근무 는 못 나가다 소고기 계란 닭 가슴 살 등 단백질 위주 로 식단 을 짜다 먹다   첫째 보통 형 간염 치료 후 황달 이 오다 황달 이 빠지다 나가다 회복기 간 이 오래 걸리다 궁금하다
582,그리고 퇴원하고 나서 2주간 조리원에 있으면서 아기 얼굴이 노랗길래병원에 가서 황달 검사를 하니 12 4가 나오더라구요.,m3,그리고 퇴원 하고 나서다   2 주간 조리 원 에 있다 아기 얼굴 이 노랗다 병원 에 가다 황달 검사 를 하니 12 4 가다 나오다
705,혈액검사 소변검사 복부 초음파 촬영 결과 간수치는 정상인데 빌리루빈 수치가 25 이고 담관이 팽창되어 있고 십이지장에만 2 정도 되는 덩어리가 1개 있다는 결과를 받았습니다.,m3,혈액 검사 소변 검사 복부 초음파 촬영 결과 간수치 는 정상 인데 빌리루빈 수치 가 25 이고 담관 이   팽창 되어다 있다 십이지장 에만 2 정도 되다 덩어리 가   1 개 있다   결과 를 받다
20,병원가서 위나 대장 내시경 검사를 받는편이 좋을까요?,m3,병원 가다 위 나 대장 내시경 검사 를 받다 편이 좋다
98,예전에 한번은 갑자기 복통이 심해져서 도저히 설 수도 없어서병원에 갔는데 그때는 그냥 시간이 흐르니깐 괜찮아져서 다른 검사 안받고 집으로 왔는데요.,m3,예전 에 한번 은 갑자기 복통 이 심해지다 도저히 설 수도 없다 병원 에 가다 그때 는 그냥   시간 이 흐르다 괜찮다 다른 검사 안 받다 집 으로 오다
833,3일전이랑 별 차이는 없는데 눈에 노란기도 안보이는데 의사샘이 황달기있다고 검사해보자고 하시는데 뭔일 있을 거면 벌써 있었을거라고 이제와 검사 안해봐도 된다는 말도 있어서 어떻게 해야 하나 고민이예요뒷꿈치 찌르는 것 때문에요 질문1 만약 생후5일째 검사해서 수치가 16 나왔던날 그 날 이후로 황달 수치가 더 올라서 이미지능저하가 왔을수도 있는건지 걱정이 되는데 미미하게라도 저 모르게 뇌에 부정적인 영향을 미치고 지나갔을 수도 있는 걸까요?,m3,3일 전이랑 별 차이다 없다 눈 에 노랗다 기도 안 보이다 의사 샘 이 황달 기다 검사 해보다 하다   뭔 일 있다 거 면 벌써 있다 이제 와 검사 안 해보다 되다 말 도 있다 어떻다 하다 하나 고민 이 예요 뒷 꿈치 찌르다 것 때문 에요   질문 1 만약 생후 5일 째 검사 하다 수치 가 16 나오다 날 그 날 이후 로 황달 수치 가 더 올라서다 이미지 능 저하 가 오다 있다 건지다 걱정 이 되다 미미하다 저 모르다 뇌 에 부정 적 인 영향 을 미치다 지나가다 수도 있다 걸다 요
1306,지하2층부터 지상5층정도까지 큰 병원이라서 만약에 검사를 따로 받게된다면 거기서 검사받을생각입니다.,m3,지하 2 층 부터 지상 5 층 정도 까지 크다 병원 이라서   만약 에 검사 를 따로 받다 되다 거기 서 검사 받다 생각 이다
235,불안해서 위내시경도 해보고 대장내시경 초음파로 자 궁내막증도 검사했었는데 매번 이상없다는 얘기 뿐이네요.,m3,불안하다 위 내시경 도 해보다 대장 내시경 초음파 로 자   궁 내막 증도 검사 하다 매번 이상없다 는 얘기 뿐이다
423,처음에 임신 검사 결과 받을때 지금까지 심하게 입덧이 거의 없는 편이라 다른 아빠들처럼 모르는게 넘 많을꺼 같네요.,m3,처음 에 임신 검사 결과 받다 때 지금 까지 심하다 입덧 이 거의 없다 편이 라 다른 아빠 들 처럼 모르다 넘다 많다 같다
768,그래서 신생아 집중치료실에 입원하여 광선 치료를 받았고 2일뒤에 다시 검사를 하니 황달수치가 9떨어져 황달수치가 10이하면 퇴원해도 된다고 해서 퇴원했습니다.,m3,그래서 신생아 집중치료실 에 입원 하다 광선 치료 를 받다 2일 뒤에 다시 검사 를 하니 황달 수 치가 9 떨어지다   황달 수 치가 10 이하 면 퇴원 하다 되다 하다 퇴원 하다
720,",이렇게 검사하는동안 1주일이 훌쩍 지나고 그동안 모유는 계속 못먹이고 있습니다.",m3,이렇게 검사 하다 동안 1 주일 이 훌쩍 지나다 그동안 모유 는 계속 못 먹이다 있다
162,몇년째 괜찮았다 안좋았다하는 소화불량증세를 내시경을해도 이상이없어서 한의원을가보았는데 위담적이라고 하더라고요.,m3,몇 년 째 괜찮다 안좋다 소화 불량 증세 를 내시경 을해 도 이상 이 없다 한의원 을 가보다 위담 적 이라고 하다
142,일상생활에 큰 영향은 없지만 이대로 가다가는 병원에 가서 피검사라도 받아야 되는거 아닌가 하고 덜컥 겁이나 일단 지식인에 글을 올려보고자 해 왔습니다.,m3,일상생활 에 크다 영향 은 없다 이대로 가다가 는 병원 에 가다 피 검사 라도 받다 되다 아니다 하다 덜컥 겁 이나 일단 지식인 에 글 을 올리다 보고 자 해 오다
856,"바로 충북대병원으로 직행 그곳에서 광선치료와 피검사 청력검사를 했는데광선치료를 하면서 황달수치는 12 5 12 02로 계속 떨어지고 있는 상태고,피검사결과는 안나왔고,청력검사만 나왔는데오른쪽은 10데시벨 왼쪽은 50데시벨에 반응을 한다는 겁니다.",m3,바로 충북대 병원 으로 직행   그 곳 에서 광선치료 와 피 검사 청력 검사 를 하다 광선치료 를 하다 황달 수치 는 12 5 12 02 로 계속 떨어지다 있다 상태 고 피 검사 결과 는 안 나오다 청력 검사 만 나오다 오른쪽 은 10 데시벨 왼쪽 은 50 데시벨 에 반응 을 한다는 겁니다
111,치골 쪽이 아픈 증상도 같이 얘기했더니 소변 검사에 피 검사에 엑스레이도 찍고 했는데 별 다른건 못 찾고 그냥 단순한 장염인 것 같다면서 이상하게 위염 위궤양 십이지장 궤양 약을 줬어요.,m3,치골 쪽 이 아프다 증상 도 같이 얘기 하다 소변 검사 에 피 검사 에 엑스레이 도 찍다   하다 별 다르다 못 찾다 그냥 단순하다 장염 인 것 같다   이상하다 위염 위궤양 십이지장 궤양 약 을 주다
130,"같은날 비수면 위내시경도 검사 받았고 최근 한달전부터 자주 묽은 변을 보고 일주일전에 갑자기 허리쪽이 통증 넘무 심해 촬영하니 요관,신장에 결석이 있어 깨는 시술을 받은 상태 입니다.",m3,같다 날 비수 면 위 내시경 도 검사 받다 최근 한 달전 부터 자주 묽다 변 을 보고 일 주 일전 에 갑자기 허리 쪽 이 통증 넘다 무 심해 촬영 하다 요관 신장 에 결석 이 있다 깨다 시술 을 받다 상태 이다
521,그저께 병원가서 검사받았는데 염증수치가 있다고 하던데 수액 맞고왔는데도 더 심해진거 같네요.,m3,그저께 병원 가다 검사 받다 염증 수 치가 있다 하다 수액 맞다 오다 더 심해지다 같다
1018,2주후 피검사 해보자고하시는데알콜성 간염으로 봐야하나요?,m3,2 주 후 피 검사 해보다 알콜 성 간염 으로 보다
475,다름 아니라 제가 갑상선항진으로 몇년간 고생하다가 지금은 홀몬수치가 정상이라 약은 몇개월 끊고 있는데 얼마전에 다시 피검사를 해보니 갑상선염증이 심하다고 하더군요 제가 지금 심한 변비인데요.,m3,다르다 아니다 제 가 갑상선 항진 으로 몇 년 간 고생 하다 지금 은 홀몬 수 치가 정상 이라 약 은 몇개 월 끊다 있다 얼마 전 에 다시 피 검사 를 해보다 갑상선 염증 이 심하다 하다 제 가 지금 심하다 변비 인데 요
680,"신생아때 선천성대사이상검사결과기본,정밀60종는 모두 정상으로 나왔었습니다.",m3,신생아 때 선천성 대사 이상 검사 결과 기본 정밀 60 종 늘다 모두 정상 으로 나오다
1250,너무 불안하고 두렵고 분명 폐암아니라고 했는데 그냥 엑스선도 아니고 까지 검사해서 나온 결과인데 심지어 유명하다는 강남에 한방병원 원장님께서도 암은 아니에요 라고 하셨는데,m3,너무 불안하다 두렵다 분명 폐암 아니다 하다   그냥 엑스선 도 아니다 까지   검사 하다 나오다 결과 인데 심지어 유명하다 강남 에 한 방 병원 원장 님 께 서도   암 은 아니다 라고   하다
694,그래도 모유끊지 않고 3~4일뒤에 다시 검사해도 그 사이에 큰일이 생기지 않겠죠,m3,그래도 모유 끊다 않다 3~4일 뒤에 다시 검사 하다 그 사이 에 큰일 이 생기지 않다
774,근데 제가 2005년에 배가 자주 아파서 검사햇는데그때도 수치가 높앗는데 의사선생님이 말을안하셧더라구요.,m3,근데 제 가 2005년 에 배 가 자주 아프다 검사 햇 늘다 그때 도 수치 가 높다 의사 선생님 이 말다 셧 덥다
727,오늘 저희 아기가 갑자기 얼굴에 빨간 반점이 생기기 시작하여소아과를 찾았더니 황달 증세가 보인다면서 시간나실때 종합병원에 가셔서황달 수치를 검사 해보란말을 듣고바로 종합병원에 가서 검사를 받아보았는데요.,m3,오늘 저희 아기 가 갑자기 얼굴 에 빨갛다 반점 이 생기다 시작 하다 소아 과를 찾다 황달 증세 가 보이다 시간 나다 때 종합병원 에 갈다 황달 수치 를 검사 해보다 말 을 듣다 바로 종합병원 에 가다 검사 를 받다 보다
